Date,Year,Day_of_Year,Facility_Name,Industry,Production_Index,Natural_Gas_GJ,Energy_MWh,Steam_tonnes,Flare_Emissions_tCO2e,CH4_tCO2e,N2O_tCO2e,CO2_Emissions_tCO2e,Total_GHG_tCO2e,Operating_Hours
2016-11-13,2016,318,INEOS Chocolate Bayou Plant,Petrochemical,91.77,4129.42,814.27,1111.98,34.86,21.58,16.89,2239.2,2277.66,23.79
2016-11-14,2016,319,INEOS Chocolate Bayou Plant,Petrochemical,89.23,4410.2,826.37,1138.4,37.96,14.19,11.63,2406.64,2432.46,22.48
2016-11-15,2016,320,INEOS Chocolate Bayou Plant,Petrochemical,97.51,4289.27,799.49,1164.15,28.29,18.66,13.46,2203.32,2235.44,23.59
2016-11-16,2016,321,INEOS Chocolate Bayou Plant,Petrochemical,92.05,4115.44,809.26,1140.99,26.83,15.92,11.69,2278.07,2305.69,22.09
2016-11-17,2016,322,INEOS Chocolate Bayou Plant,Petrochemical,98.44,4151.17,805.99,1150.31,39.93,21.76,12.23,2227.12,2261.11,23.43
2016-11-18,2016,323,INEOS Chocolate Bayou Plant,Petrochemical,90.91,4128.51,781.27,1078.7,46.61,18.76,12.96,2188.01,2219.73,22.18
2016-11-19,2016,324,INEOS Chocolate Bayou Plant,Petrochemical,98.55,4390.46,841.75,1084.43,47.27,16.63,11.5,2345.95,2374.08,22.07
2016-11-20,2016,325,INEOS Chocolate Bayou Plant,Petrochemical,99.73,4155.82,806.9,1161.05,53.16,16.56,11.79,2343.18,2371.53,22.13
2016-11-21,2016,326,INEOS Chocolate Bayou Plant,Petrochemical,93.74,4363.33,812.39,1151.67,38.67,19.07,14.11,2335.67,2368.86,22.03
2016-11-22,2016,327,INEOS Chocolate Bayou Plant,Petrochemical,102.95,4409.78,818.73,1133.29,46.9,16.59,15.08,2386.91,2418.59,23.8
2016-11-23,2016,328,INEOS Chocolate Bayou Plant,Petrochemical,94.58,4236.08,792.5,1143.37,48.26,21.52,10.51,2237.03,2269.06,22.3
2016-11-24,2016,329,INEOS Chocolate Bayou Plant,Petrochemical,98.01,4296.36,841.2,1110.88,61.24,18.22,8.43,2310.53,2337.17,23.82
2016-11-25,2016,330,INEOS Chocolate Bayou Plant,Petrochemical,97.67,4329.8,763.54,1128.92,38.68,19.55,8.92,2280.76,2309.23,22.45
2016-11-26,2016,331,INEOS Chocolate Bayou Plant,Petrochemical,85.24,4101.38,782.68,1153.7,33.33,18.14,9.54,2212.57,2240.26,23.52
2016-11-27,2016,332,INEOS Chocolate Bayou Plant,Petrochemical,96.16,4257.66,838.78,1124.84,37.08,17.04,13.02,2280.66,2310.71,22.84
2016-11-28,2016,333,INEOS Chocolate Bayou Plant,Petrochemical,94.93,4398.94,827.57,1179.62,42.28,17.17,12.35,2452.82,2482.34,23.56
2016-11-29,2016,334,INEOS Chocolate Bayou Plant,Petrochemical,102.29,4366.99,781.55,1174.8,33.75,19.98,11.96,2340.3,2372.24,23.67
2016-11-30,2016,335,INEOS Chocolate Bayou Plant,Petrochemical,92.29,4502.07,794.58,1152.95,43.9,18.75,10.49,2411.11,2440.35,22.38
2016-12-01,2016,336,INEOS Chocolate Bayou Plant,Petrochemical,101.28,4272.39,779.56,1137.11,38.42,21.62,13.78,2229.46,2264.85,22.79
2016-12-02,2016,337,INEOS Chocolate Bayou Plant,Petrochemical,82.11,4317.58,760.69,1090.11,43.72,18.27,15.1,2266.43,2299.8,23.32
2016-12-03,2016,338,INEOS Chocolate Bayou Plant,Petrochemical,85.1,4422.67,834.09,1143.01,33.77,20.68,14.96,2282.76,2318.4,23.63
2016-12-04,2016,339,INEOS Chocolate Bayou Plant,Petrochemical,95.14,4303.97,834.49,1191.93,40.5,15.16,10.96,2331.81,2357.93,22.25
2016-12-05,2016,340,INEOS Chocolate Bayou Plant,Petrochemical,89.34,4374.65,864.29,1199.05,36.36,16.02,12.11,2341.15,2369.28,22.36
2016-12-06,2016,341,INEOS Chocolate Bayou Plant,Petrochemical,84.3,4336.75,808.6,1173.11,52.02,19.17,8.58,2343.71,2371.46,22.25
2016-12-07,2016,342,INEOS Chocolate Bayou Plant,Petrochemical,104.01,4363.51,833.37,1124.73,30.31,15.38,15.6,2311.66,2342.64,23.8
2016-12-08,2016,343,INEOS Chocolate Bayou Plant,Petrochemical,98.83,4415.28,809.66,1168.44,36.11,17.99,9.89,2403.61,2431.49,23.68
2016-12-09,2016,344,INEOS Chocolate Bayou Plant,Petrochemical,97.96,4522.15,839.08,1211.94,37.9,21.63,8.05,2413.06,2442.75,22.95
2016-12-10,2016,345,INEOS Chocolate Bayou Plant,Petrochemical,92.99,4504.67,821.53,1161.47,39.68,18.84,12.01,2340.02,2370.87,22.79
2016-12-11,2016,346,INEOS Chocolate Bayou Plant,Petrochemical,101.01,4460.08,835.63,1107.57,46.8,16.92,15.85,2393.11,2425.88,22.45
2016-12-12,2016,347,INEOS Chocolate Bayou Plant,Petrochemical,102.02,4683.46,882.75,1138.59,45.86,21.7,8.2,2431.86,2461.77,23.98
2016-12-13,2016,348,INEOS Chocolate Bayou Plant,Petrochemical,101.39,4352.22,792.63,1099.83,34.12,20.69,14.68,2286.34,2321.71,23.07
2016-12-14,2016,349,INEOS Chocolate Bayou Plant,Petrochemical,97.95,4463.26,783.98,1153.87,46.68,18.38,8.84,2271.63,2298.84,22.58
2016-12-15,2016,350,INEOS Chocolate Bayou Plant,Petrochemical,95.9,4495.86,794.01,1122.17,49.51,21.62,12.06,2347.16,2380.85,22.69
2016-12-16,2016,351,INEOS Chocolate Bayou Plant,Petrochemical,96.56,4561.16,839.85,1145.35,43.13,16.95,12.82,2421.2,2450.97,22.98
2016-12-17,2016,352,INEOS Chocolate Bayou Plant,Petrochemical,91.74,4362.4,852.17,1182.31,27.39,25.02,9.07,2296.92,2331.01,23.95
2016-12-18,2016,353,INEOS Chocolate Bayou Plant,Petrochemical,103.91,4420.81,825.13,1169.82,43.45,19.69,10.29,2281.61,2311.59,22.56
2016-12-19,2016,354,INEOS Chocolate Bayou Plant,Petrochemical,98.42,4698.96,839.54,1245.27,38.91,17.72,13,2412.02,2442.74,22.08
2016-12-20,2016,355,INEOS Chocolate Bayou Plant,Petrochemical,106.13,4329.83,820.2,1164.41,41.14,14.26,11.54,2371.13,2396.93,22.53
2016-12-21,2016,356,INEOS Chocolate Bayou Plant,Petrochemical,102.16,4302.15,807,1209.08,37.2,15.37,13.56,2340.37,2369.31,22.91
2016-12-22,2016,357,INEOS Chocolate Bayou Plant,Petrochemical,100.72,4453.21,861.79,1197.19,34.35,18.55,12.07,2327.12,2357.74,22.21
2016-12-23,2016,358,INEOS Chocolate Bayou Plant,Petrochemical,102.8,4507.55,831.15,1194.14,42.02,22.36,14.42,2416.13,2452.91,22.9
2016-12-24,2016,359,INEOS Chocolate Bayou Plant,Petrochemical,101.39,4526.54,862.81,1193.87,32,18.4,9.84,2357.64,2385.88,22.3
2016-12-25,2016,360,INEOS Chocolate Bayou Plant,Petrochemical,98.08,4564.97,848.26,1144.85,45.95,16.57,12.19,2420.44,2449.2,23.44
2016-12-26,2016,361,INEOS Chocolate Bayou Plant,Petrochemical,102.73,4655.09,857.6,1178.57,39.75,18.28,12.8,2466.66,2497.74,22.58
2016-12-27,2016,362,INEOS Chocolate Bayou Plant,Petrochemical,96.72,4658.9,813.57,1274.65,36.93,18.86,10.3,2428.06,2457.21,23.44
2016-12-28,2016,363,INEOS Chocolate Bayou Plant,Petrochemical,110.74,4412.05,811.99,1246.72,32.8,16.87,12.63,2354.7,2384.2,23.1
2016-12-29,2016,364,INEOS Chocolate Bayou Plant,Petrochemical,100.41,4695.38,851.01,1219.92,43.34,13.68,11.68,2509.7,2535.05,23.56
2016-12-30,2016,365,INEOS Chocolate Bayou Plant,Petrochemical,106.17,4583.51,861.77,1189.23,38.14,18.6,15.72,2445.28,2479.61,22.79
2016-12-31,2016,366,INEOS Chocolate Bayou Plant,Petrochemical,91.65,4667.62,838.45,1150.87,36.58,18.48,11.67,2482.5,2512.65,23.72
2017-01-01,2017,1,INEOS Chocolate Bayou Plant,Petrochemical,103.02,4580.82,825.1,1229.14,42.08,11.54,11.06,2444.33,2466.93,23.65
2017-01-02,2017,2,INEOS Chocolate Bayou Plant,Petrochemical,94.62,4603.25,776.98,1222.52,45.66,18.07,13.31,2435.15,2466.53,23.93
2017-01-03,2017,3,INEOS Chocolate Bayou Plant,Petrochemical,102.47,4742.53,828.3,1180.63,35.52,22.95,12.11,2473.84,2508.89,23.7
2017-01-04,2017,4,INEOS Chocolate Bayou Plant,Petrochemical,94.06,4612.98,885.92,1222.41,36.56,16.38,10.3,2418.2,2444.88,23.03
2017-01-05,2017,5,INEOS Chocolate Bayou Plant,Petrochemical,100.43,4526.25,846.17,1187.99,33.63,16.65,12.91,2413.13,2442.69,22.32
2017-01-06,2017,6,INEOS Chocolate Bayou Plant,Petrochemical,95.14,4670.75,851.41,1255.59,32.36,17.75,13.69,2451.01,2482.45,22.55
2017-01-07,2017,7,INEOS Chocolate Bayou Plant,Petrochemical,94.84,4463.23,872.58,1194.45,36.91,23.09,11.21,2251.47,2285.76,23.73
2017-01-08,2017,8,INEOS Chocolate Bayou Plant,Petrochemical,102.36,4855.25,842.93,1176.63,48.55,16.13,13.6,2567,2596.73,23.42
2017-01-09,2017,9,INEOS Chocolate Bayou Plant,Petrochemical,100.27,4327.78,819.51,1238.9,44.93,19.7,12.06,2275.86,2307.61,22.77
2017-01-10,2017,10,INEOS Chocolate Bayou Plant,Petrochemical,110.95,4420.61,829.12,1121.69,32.48,19.37,11.38,2349.49,2380.24,23.65
2017-01-11,2017,11,INEOS Chocolate Bayou Plant,Petrochemical,91.04,4614.12,851.54,1228.23,40.99,16.27,14.66,2483.33,2514.26,23.36
2017-01-12,2017,12,INEOS Chocolate Bayou Plant,Petrochemical,96.76,4537.77,899.64,1248.41,43.96,18.59,12.89,2450.59,2482.07,23.04
2017-01-13,2017,13,INEOS Chocolate Bayou Plant,Petrochemical,90.82,4499.7,899.89,1229.77,31.63,18.44,11.45,2436.48,2466.37,23.6
2017-01-14,2017,14,INEOS Chocolate Bayou Plant,Petrochemical,95.71,4598.71,857.95,1214.98,49.56,22.23,10.37,2443.62,2476.22,22.97
2017-01-15,2017,15,INEOS Chocolate Bayou Plant,Petrochemical,92.59,4727.73,885.1,1241,43.98,20.12,12.48,2513.67,2546.27,22.51
2017-01-16,2017,16,INEOS Chocolate Bayou Plant,Petrochemical,97.84,4629.12,895.71,1197.79,23.02,16.46,12.89,2487.59,2516.93,22.61
2017-01-17,2017,17,INEOS Chocolate Bayou Plant,Petrochemical,103.34,4693.49,849.08,1276.27,32.18,17.96,11.21,2450.29,2479.46,23.04
2017-01-18,2017,18,INEOS Chocolate Bayou Plant,Petrochemical,110.15,4567.65,899.94,1264.72,43.62,22.34,9.78,2486.51,2518.63,22.24
2017-01-19,2017,19,INEOS Chocolate Bayou Plant,Petrochemical,100.71,4684.98,864.66,1229.09,45.23,19.39,14.53,2417.36,2451.28,22.39
2017-01-20,2017,20,INEOS Chocolate Bayou Plant,Petrochemical,105.43,4730.05,865.88,1273.34,50.89,13.42,13.33,2474,2500.74,22.39
2017-01-21,2017,21,INEOS Chocolate Bayou Plant,Petrochemical,87.02,4656.25,864.77,1267.64,57.05,16.45,8.22,2489.13,2513.8,22.65
2017-01-22,2017,22,INEOS Chocolate Bayou Plant,Petrochemical,99.69,4817.25,823.09,1163.36,39.45,21.23,11.43,2562.16,2594.82,23.67
2017-01-23,2017,23,INEOS Chocolate Bayou Plant,Petrochemical,105.66,4493.8,863.97,1164.23,48.1,18.42,12.14,2409.99,2440.54,23.17
2017-01-24,2017,24,INEOS Chocolate Bayou Plant,Petrochemical,107.65,4757.44,862.92,1282.27,38.06,19.25,12.28,2491.81,2523.34,23.16
2017-01-25,2017,25,INEOS Chocolate Bayou Plant,Petrochemical,107.15,4743.29,853.03,1263,35.25,16.75,11.82,2502.58,2531.15,23.12
2017-01-26,2017,26,INEOS Chocolate Bayou Plant,Petrochemical,104.13,4564.51,915.4,1185.6,49.39,19.74,10.73,2560.61,2591.07,22.69
2017-01-27,2017,27,INEOS Chocolate Bayou Plant,Petrochemical,106.19,4616.41,885.31,1210.63,29.9,18.16,14.91,2361.29,2394.36,22.6
2017-01-28,2017,28,INEOS Chocolate Bayou Plant,Petrochemical,103.64,4653.44,938.24,1187.43,38.49,14.7,13.39,2471.41,2499.49,22.27
2017-01-29,2017,29,INEOS Chocolate Bayou Plant,Petrochemical,101.95,4841.54,866.22,1252.81,34.21,15.02,13.83,2571.12,2599.97,22.64
2017-01-30,2017,30,INEOS Chocolate Bayou Plant,Petrochemical,117.64,4563.58,895.08,1270.84,27.81,19.66,12.38,2448.14,2480.17,22.87
2017-01-31,2017,31,INEOS Chocolate Bayou Plant,Petrochemical,102.8,4582.79,879.53,1209.54,29.52,20.85,13.32,2437.53,2471.7,22.74
2017-02-01,2017,32,INEOS Chocolate Bayou Plant,Petrochemical,99.55,4483.31,895.15,1179.18,39.33,18.12,13,2421.93,2453.05,22.41
2017-02-02,2017,33,INEOS Chocolate Bayou Plant,Petrochemical,109.69,4875.12,915.07,1180.75,38.19,14.44,10.42,2584.37,2609.23,23.22
2017-02-03,2017,34,INEOS Chocolate Bayou Plant,Petrochemical,104.16,5009.01,871.25,1245.76,40.14,14.85,9.5,2638.81,2663.17,23.95
2017-02-04,2017,35,INEOS Chocolate Bayou Plant,Petrochemical,105.28,4633.77,919.36,1247.29,29.36,20.69,10,2419.28,2449.97,23.24
2017-02-05,2017,36,INEOS Chocolate Bayou Plant,Petrochemical,108.91,4571.33,888.35,1345.03,52.65,14.11,11.64,2449.49,2475.24,22.03
2017-02-06,2017,37,INEOS Chocolate Bayou Plant,Petrochemical,108.27,4665.65,888.64,1244.3,43.01,16.75,9.55,2428.27,2454.57,23.81
2017-02-07,2017,38,INEOS Chocolate Bayou Plant,Petrochemical,101.66,4686.27,925.96,1276.34,40.26,17.92,13.4,2541.99,2573.3,23.22
2017-02-08,2017,39,INEOS Chocolate Bayou Plant,Petrochemical,96.29,4756.57,854.67,1247.97,39.27,16.98,13.01,2478.9,2508.88,22.95
2017-02-09,2017,40,INEOS Chocolate Bayou Plant,Petrochemical,97.96,4718.33,892.27,1250.28,39.9,19.13,11.68,2547.4,2578.21,23.87
2017-02-10,2017,41,INEOS Chocolate Bayou Plant,Petrochemical,96.41,4875.28,873.68,1313.73,42.61,16.31,11.38,2549.07,2576.76,22.97
2017-02-11,2017,42,INEOS Chocolate Bayou Plant,Petrochemical,106.17,4839.31,882.38,1306.48,43.65,21.97,16.51,2565.63,2604.11,22.97
2017-02-12,2017,43,INEOS Chocolate Bayou Plant,Petrochemical,103.71,4831.59,932.77,1313.59,34.06,18.71,15.85,2634.99,2669.55,23.93
2017-02-13,2017,44,INEOS Chocolate Bayou Plant,Petrochemical,112.25,4610.55,882.65,1231.93,30.34,15.14,11.18,2422.38,2448.7,22.6
2017-02-14,2017,45,INEOS Chocolate Bayou Plant,Petrochemical,103.41,4774,872.84,1263.14,49.59,17.57,11.25,2539.65,2568.48,22.86
2017-02-15,2017,46,INEOS Chocolate Bayou Plant,Petrochemical,107.97,4651.11,873.11,1319.54,28.29,17.41,12.4,2474.69,2504.49,22.26
2017-02-16,2017,47,INEOS Chocolate Bayou Plant,Petrochemical,103.88,4524.72,864.61,1365.92,41.37,19.88,10.46,2461.96,2492.29,22.82
2017-02-17,2017,48,INEOS Chocolate Bayou Plant,Petrochemical,101.13,4825.43,914.1,1301.64,36.09,19.67,12.05,2634.97,2666.68,22.46
2017-02-18,2017,49,INEOS Chocolate Bayou Plant,Petrochemical,101.91,4763.14,872.81,1309.69,54.41,21.64,11.45,2486.53,2519.62,23.91
2017-02-19,2017,50,INEOS Chocolate Bayou Plant,Petrochemical,103.46,4637.12,898.62,1314.6,29.59,16.78,12.96,2557.11,2586.86,22.45
2017-02-20,2017,51,INEOS Chocolate Bayou Plant,Petrochemical,114.96,4785.44,894.37,1293.53,42.3,16.33,12.05,2486.86,2515.24,22.88
2017-02-21,2017,52,INEOS Chocolate Bayou Plant,Petrochemical,103.93,4707.18,924.84,1291.19,39.8,16.94,10.27,2613.74,2640.94,23.26
2017-02-22,2017,53,INEOS Chocolate Bayou Plant,Petrochemical,105.59,4838.78,907,1347.9,34.91,18.4,14.13,2531.14,2563.68,22.87
2017-02-23,2017,54,INEOS Chocolate Bayou Plant,Petrochemical,96.15,4832.28,924.03,1229.15,40.55,15.87,14.55,2501.91,2532.34,22.1
2017-02-24,2017,55,INEOS Chocolate Bayou Plant,Petrochemical,108,4661.95,958.78,1230.6,52.26,22.1,10.9,2532.17,2565.17,23.74
2017-02-25,2017,56,INEOS Chocolate Bayou Plant,Petrochemical,105.77,4622.18,920.48,1266.24,40.54,16.95,11.22,2491.41,2519.58,23.85
2017-02-26,2017,57,INEOS Chocolate Bayou Plant,Petrochemical,110.35,4630.62,903.56,1305.56,35.8,14.9,15.95,2390.78,2421.63,23.3
2017-02-27,2017,58,INEOS Chocolate Bayou Plant,Petrochemical,101.45,4606.63,897.4,1240.01,26.78,18.96,13.77,2376.92,2409.65,22.19
2017-02-28,2017,59,INEOS Chocolate Bayou Plant,Petrochemical,113.7,4733.73,883.13,1259.04,31.04,21.31,8.85,2536.2,2566.36,23.19
2017-03-01,2017,60,INEOS Chocolate Bayou Plant,Petrochemical,102.84,4836.92,877.05,1242.39,28.71,22.1,13.18,2621.42,2656.7,23.97
2017-03-02,2017,61,INEOS Chocolate Bayou Plant,Petrochemical,103.35,4736.31,933.57,1346.58,39.14,19.61,10.62,2470.61,2500.83,23.27
2017-03-03,2017,62,INEOS Chocolate Bayou Plant,Petrochemical,108.33,4650.36,924.83,1277.31,45.52,14.64,12.1,2465.46,2492.2,22.75
2017-03-04,2017,63,INEOS Chocolate Bayou Plant,Petrochemical,108.1,4820.21,900.14,1242.08,40.11,18.96,13.76,2593.93,2626.64,22.72
2017-03-05,2017,64,INEOS Chocolate Bayou Plant,Petrochemical,115.36,4993.42,891,1343.81,42.49,18.65,10.88,2519.57,2549.09,23.16
2017-03-06,2017,65,INEOS Chocolate Bayou Plant,Petrochemical,108.46,4829.68,885.06,1316.13,37.61,13.63,14.46,2458.28,2486.37,22.8
2017-03-07,2017,66,INEOS Chocolate Bayou Plant,Petrochemical,114.58,4623.19,917.99,1320.58,27.36,17.77,9.33,2553.73,2580.84,22.8
2017-03-08,2017,67,INEOS Chocolate Bayou Plant,Petrochemical,112.38,4926.74,901.37,1290.79,39.92,20.24,13.89,2564.92,2599.04,23.17
2017-03-09,2017,68,INEOS Chocolate Bayou Plant,Petrochemical,100.82,4656.55,904.59,1261.66,49.13,23.09,17.45,2585.96,2626.51,23.01
2017-03-10,2017,69,INEOS Chocolate Bayou Plant,Petrochemical,112.13,4968.23,900.6,1299.44,33.15,17.7,10.48,2602.39,2630.57,22.22
2017-03-11,2017,70,INEOS Chocolate Bayou Plant,Petrochemical,119.65,4628.29,900.37,1289.88,54.6,18.09,10.79,2412.65,2441.52,22.68
2017-03-12,2017,71,INEOS Chocolate Bayou Plant,Petrochemical,112.45,4853.82,934.16,1300.65,39.67,12.7,10.87,2648.51,2672.08,22.88
2017-03-13,2017,72,INEOS Chocolate Bayou Plant,Petrochemical,105.77,4910.17,946.12,1354.95,30.57,20.55,11.48,2508.21,2540.23,22.61
2017-03-14,2017,73,INEOS Chocolate Bayou Plant,Petrochemical,108.78,4925.39,953.46,1245.33,46.61,16.42,11.12,2543.05,2570.6,23.6
2017-03-15,2017,74,INEOS Chocolate Bayou Plant,Petrochemical,118.51,4865.27,921.5,1295.65,54.04,19.8,11.37,2589.11,2620.28,23.11
2017-03-16,2017,75,INEOS Chocolate Bayou Plant,Petrochemical,108.01,4852.56,960.97,1263.61,37.62,17.82,6.4,2576.71,2600.93,23.54
2017-03-17,2017,76,INEOS Chocolate Bayou Plant,Petrochemical,106.45,4755.52,889.38,1363.67,35.93,16.89,10.86,2455.2,2482.95,23.54
2017-03-18,2017,77,INEOS Chocolate Bayou Plant,Petrochemical,114.7,4762.25,898.57,1262.21,51.65,20.72,10.06,2579.04,2609.82,22.71
2017-03-19,2017,78,INEOS Chocolate Bayou Plant,Petrochemical,98.69,4834.32,924.86,1310.26,33.6,15.27,8.65,2686.42,2710.34,22.48
2017-03-20,2017,79,INEOS Chocolate Bayou Plant,Petrochemical,106.01,4977.61,910.24,1264.73,39.33,18.07,10.17,2691.7,2719.94,23.85
2017-03-21,2017,80,INEOS Chocolate Bayou Plant,Petrochemical,116.12,4482.16,939.27,1302.57,34.73,17.38,12.28,2393.58,2423.23,22.28
2017-03-22,2017,81,INEOS Chocolate Bayou Plant,Petrochemical,97.36,4967.96,889.46,1260.54,38.9,19.59,6.47,2558.29,2584.35,22.51
2017-03-23,2017,82,INEOS Chocolate Bayou Plant,Petrochemical,111.24,4952.2,926.97,1439.73,39.22,15.2,15.18,2639.58,2669.95,23.19
2017-03-24,2017,83,INEOS Chocolate Bayou Plant,Petrochemical,102.23,4868.52,937.28,1259.58,23.99,18.81,13.74,2625.44,2657.98,22.38
2017-03-25,2017,84,INEOS Chocolate Bayou Plant,Petrochemical,110.31,5125.62,889.63,1315.37,36.16,15.57,14.48,2712.81,2742.87,22.24
2017-03-26,2017,85,INEOS Chocolate Bayou Plant,Petrochemical,108.55,4788.13,931.25,1284.19,44.56,20.65,9.79,2587.19,2617.64,22.62
2017-03-27,2017,86,INEOS Chocolate Bayou Plant,Petrochemical,115.7,4871.57,929.94,1349.62,46.89,19.54,12.5,2571.96,2604,22.9
2017-03-28,2017,87,INEOS Chocolate Bayou Plant,Petrochemical,103.22,4719.61,903.19,1193.69,46.64,18.01,8.86,2475.32,2502.18,22.87
2017-03-29,2017,88,INEOS Chocolate Bayou Plant,Petrochemical,111.46,4925.05,897.35,1264,44.07,20.16,10.13,2566.36,2596.66,23.41
2017-03-30,2017,89,INEOS Chocolate Bayou Plant,Petrochemical,104.92,4836.23,858.64,1260.38,33.16,17.47,15.98,2482.03,2515.48,22.12
2017-03-31,2017,90,INEOS Chocolate Bayou Plant,Petrochemical,105.81,5059.83,964.86,1357.52,33.01,20.24,9.74,2653.18,2683.16,22.09
2017-04-01,2017,91,INEOS Chocolate Bayou Plant,Petrochemical,116.06,5091.05,950.75,1235.01,37.91,19.07,11.2,2691.08,2721.34,23.77
2017-04-02,2017,92,INEOS Chocolate Bayou Plant,Petrochemical,114.04,4838.87,967.24,1315.9,38.47,18.69,11.75,2567.7,2598.14,23.46
2017-04-03,2017,93,INEOS Chocolate Bayou Plant,Petrochemical,107.1,4787.17,948.35,1279.45,45.69,16.21,11.38,2577,2604.59,23.53
2017-04-04,2017,94,INEOS Chocolate Bayou Plant,Petrochemical,110.74,4866.54,922.19,1315.27,39.46,16.3,11.51,2573.15,2600.96,22.99
2017-04-05,2017,95,INEOS Chocolate Bayou Plant,Petrochemical,108.68,4831.32,912.72,1347.24,47.95,17.41,10.86,2538.32,2566.59,22.01
2017-04-06,2017,96,INEOS Chocolate Bayou Plant,Petrochemical,113.1,5058.13,903.37,1310.72,47.52,20.62,8.88,2733.28,2762.78,23.97
2017-04-07,2017,97,INEOS Chocolate Bayou Plant,Petrochemical,114.78,4807.63,931.09,1298.23,39.64,19.84,9.64,2619.09,2648.57,23.72
2017-04-08,2017,98,INEOS Chocolate Bayou Plant,Petrochemical,106,4707.96,899.14,1329.44,43,13.89,15.09,2507.73,2536.71,23.35
2017-04-09,2017,99,INEOS Chocolate Bayou Plant,Petrochemical,113.65,4734.59,932.21,1231.59,33.44,24.82,13.86,2519.74,2558.42,23.18
2017-04-10,2017,100,INEOS Chocolate Bayou Plant,Petrochemical,108.9,4717.52,940.52,1306.95,51.58,14.98,10.9,2577.54,2603.41,22.12
2017-04-11,2017,101,INEOS Chocolate Bayou Plant,Petrochemical,108.76,4960.42,939.49,1310.36,30.89,19.63,8.38,2606.77,2634.78,23.29
2017-04-12,2017,102,INEOS Chocolate Bayou Plant,Petrochemical,110.2,4797.11,916.55,1262.81,42.14,20.39,11.92,2520.84,2553.15,22.12
2017-04-13,2017,103,INEOS Chocolate Bayou Plant,Petrochemical,104.04,4973.13,903.31,1304.26,31.91,19.76,10.17,2634.29,2664.22,23.4
2017-04-14,2017,104,INEOS Chocolate Bayou Plant,Petrochemical,106.69,4915.52,945.64,1237.63,30.39,18.62,14.38,2613.68,2646.69,22.78
2017-04-15,2017,105,INEOS Chocolate Bayou Plant,Petrochemical,108.12,5056.6,890.97,1237.64,35.67,16.66,12.73,2612.44,2641.82,23.51
2017-04-16,2017,106,INEOS Chocolate Bayou Plant,Petrochemical,112.99,4828.96,897.25,1272.17,32.68,17.38,12.29,2462.97,2492.64,23.36
2017-04-17,2017,107,INEOS Chocolate Bayou Plant,Petrochemical,122.73,4988.57,930.73,1297.46,38.93,21.32,11.97,2635.76,2669.06,23.08
2017-04-18,2017,108,INEOS Chocolate Bayou Plant,Petrochemical,105.55,5108.63,917.38,1224.73,28.72,16.1,7.81,2712.4,2736.31,23.02
2017-04-19,2017,109,INEOS Chocolate Bayou Plant,Petrochemical,116.04,5093.25,900.84,1343.74,50.47,15.91,12.19,2679.12,2707.22,22.88
2017-04-20,2017,110,INEOS Chocolate Bayou Plant,Petrochemical,112.74,4863.99,874.5,1399.21,41.73,18.54,14.08,2618.62,2651.23,23.99
2017-04-21,2017,111,INEOS Chocolate Bayou Plant,Petrochemical,108.63,4838.32,926.9,1337.74,37.23,20.55,12.82,2557.25,2590.62,23.07
2017-04-22,2017,112,INEOS Chocolate Bayou Plant,Petrochemical,106.79,5018.75,905.21,1264.28,41.52,21.44,14.12,2577.66,2613.23,23.62
2017-04-23,2017,113,INEOS Chocolate Bayou Plant,Petrochemical,109.81,4650.96,924.5,1302.48,34.21,14.72,11.37,2592.25,2618.34,23.2
2017-04-24,2017,114,INEOS Chocolate Bayou Plant,Petrochemical,109.62,4955.2,910.07,1339.22,44.21,15.53,13.21,2689.3,2718.04,23.78
2017-04-25,2017,115,INEOS Chocolate Bayou Plant,Petrochemical,111.85,4866.53,915.15,1313.93,38.38,15.28,10.69,2701.72,2727.69,23.48
2017-04-26,2017,116,INEOS Chocolate Bayou Plant,Petrochemical,107.86,4499.08,925.85,1216.33,32.54,15.17,11.64,2446.16,2472.97,22.67
2017-04-27,2017,117,INEOS Chocolate Bayou Plant,Petrochemical,111.3,4774.26,885.23,1339.2,41.65,21.24,15.34,2546.15,2582.73,23.73
2017-04-28,2017,118,INEOS Chocolate Bayou Plant,Petrochemical,110.92,5036.3,896.55,1299.55,32.62,19.05,13.1,2637.31,2669.46,23.83
2017-04-29,2017,119,INEOS Chocolate Bayou Plant,Petrochemical,104.77,4944.22,949.22,1270.75,41.04,13.04,12.11,2597.1,2622.25,23.8
2017-04-30,2017,120,INEOS Chocolate Bayou Plant,Petrochemical,107.07,4788.07,909.29,1304.62,51.54,17.33,11.74,2562.76,2591.83,22.76
2017-05-01,2017,121,INEOS Chocolate Bayou Plant,Petrochemical,113.04,4870.82,950.16,1321.75,40.84,23.29,12.26,2674.19,2709.74,23.33
2017-05-02,2017,122,INEOS Chocolate Bayou Plant,Petrochemical,114.3,4899.63,928.85,1270.43,47.01,18.54,10,2566.69,2595.23,23.71
2017-05-03,2017,123,INEOS Chocolate Bayou Plant,Petrochemical,111.62,4567.73,900.71,1242.15,42.03,23.36,16.67,2411.82,2451.85,23.57
2017-05-04,2017,124,INEOS Chocolate Bayou Plant,Petrochemical,108.62,4583.93,876.27,1271.35,46.63,17.32,9.39,2546.41,2573.11,22.68
